title,company,location,created,category,salary_min,salary_max,contract_type,description,source
Data Engineer (F/H) - CDD 6 mois  - Client final (H/F),BEHIVE,75 - PARIS 01,2025-06-06T07:22:52.000Z,M1405,,,Contrat à durée déterminée - 6 Mois,"L'entreprise recherche un Data Engineer (H/F) pour compléter l'équipe ! Le poste est un CDD de 6 mois.
Vous jouerez un rôle central dans l'amélioration de la qualité et de la fiabilité des données, notamment issues de la Déclaration Sociale Nominative (DSN).

Vos missions seront les suivantes :
-Analyse de données complexes provenant de multiples sources, détection d'anomalies, et proposition d'axes d'amélioration ;
-Développement d'outils de traitement automatisé via Python, SQL, VBA, avec génération de rapports statistiques ;
-Mise en place de contrôles qualité (cohérence, complétude, conformité) dans un cadre réglementaire exigeant ;
-Contribution à la création d'un entrepôt de données dédié ;
-Collaboration transversale avec les équipes métiers et préparation de reportings clairs et synthétiques.


Les informations importantes concernant le poste :
-Localisation : Paris centre ;
-Une super ambiance entre les différentes équipes et collaborateurs ;
-Télétravail : 2 jours par semaine ;
-Package : transport remboursé à 100%, PEE avec abondement, tickets restaurant etc ;
-19 RTT ;
-Rémunération : 55kEUR - 60kEUR.

  
 Issu(e) d'une formation d'un niveau Bac+5 en Data ou équivalent, vous disposez d'au moins 4 ans d'expérience en Data (alternance comprise). Vous avez déjà évolué dans le secteur assurance/ retraite/ protection sociale.

Vous maitrisez Python, SQL, VBA, connaissez les données DSN et avez de solides compétences en statistiques et/ou actuariat idéalement.

Les compétences essentielles :
-Rigueur ;
-Autonomie ;
-Esprit analytique ;
-Bon relationnel.",API Pôle Emploi
Sales Specialist Data (H/F),,93 - BOBIGNY,2025-06-04T09:43:32.000Z,M1405,,,Contrat à durée indéterminée,"En tant qu&#039;organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises &amp; organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l&#039;un de nos forums. L'entreprise Inetum recherche actuellement des profils :  Description de l'entrepriseInetum est un leader européen des services numériques. Pour les entreprises, les acteurs publics et la société dans son ensemble, les  consultants et spécialistes du groupe visent chaque jour l'impact digital : des solutions qui contribuent à la performance, à l'innovation et au bien commun. Présent dans 19 pays au plus près des territoires, et avec ses grands partenaires éditeurs de logiciels, Inetum répond aux enjeux de la transformation digitale avec proximité et flexibilité. Porté par son ambition de croissance et d'industrialisation, Inetum a généré en  un chiffre d'affaires de 2,5 milliards dp>Tous nos postes sont ouverts aux personnes en situation de handicap.Description du posteLa BU Data Management Platform d'Inetum accompagne les entreprises dans la valorisation de leurs données en proposant des solutions sur mesure adaptées à leurs enjeux métiers. Au sein de cette équipe dynamique composée de 4 commerciaux, nous aidons nos clients grands comptes à structurer, moderniser et exploiter tout le potentiel de leurs bases de données. Pour cela, nous travaillons en partenariat avec tous les grands éditeurs du marché qui permettent d'accèlerer les Transformations de nos clients :  Snowflake, Databricks, Informatica, Starburst, Teradata, Dataiku. Nous proposons des solutions performantes et évolutives, tout en intégrant des technologies complémentaires comme UiPath pour l'automatisation et l'optimisation des processus.Dans un environnement agile et collaboratif, le/la Sales Specialist Data aura l'opportunité de rejoindre une équipe engagée et de contribuer activement à la croissance de l'activité Data d'Inetum. Vos missions en tant que Sales Specialist Data :Détecter et qualifier les opportunités de vente de prestations intellectuelles et de projets de migration de bases de données auprès de nos clients grands comptesDévelopper et gérer un portefeuille de clients, en identifiant leurs besoins et en proposant des solutions adaptéesTravailler en collaboration avec les éditeurs du marché (Snowflake, Databricks, Informatica, Starburst, Dataiku, Teradata) pour construire des offres sur mesurePiloter l'ensemble du cycle de vente, de l'avant-vente jusqu'à la signature du contrat, en assurant un ROI optimal pour la BURépondre aux appels d'offres et accompagner les clients dans leurs choix stratégiques en matière de gestion de données.QualificationsExpérience confirmée (au moins 5 ans) dans la vente.Excellentes compétences commerciales, avec une capacité à gérer des cycles de vente complexes.Connaissance des enjeux data et cloud ainsi qu'un intérêt pour les technologies associéesGoût pour le challenge et la négociation, avec un vrai mindset de closerCapacité à travailler en équipe et en mode transverse, avec les experts techniques et les partenaires éditeursInformations supplémentairesCe que nous offrons :Un environnement stimulantManagement collaboratifTélétravail flexible (1 à 2 jours/semaine) Perspectives d'évolution Rejoignez-nous et devenez un acteur clé de la transformation Data chez Inetum.",API Pôle Emploi
Alternance Assistant support SI et data manager F/H (H/F),750165-VEHIPOSTE SAS,75 - PARIS 15,2025-05-29T10:57:46.000Z,M1405,,,Contrat à durée déterminée - 6 Mois,"Au sein de la Direction des Systèmes d'Information, vous participerez aux développements de nos applications dans le cadre de projets stratégiques afin d'accélérer l'avancée des travaux.
Analyse de données :
o    Recenser et identifier les indicateurs pertinents, et les utiliser à bon escient.
o    Concevoir et maintenir ces TDB/Reporting à destination de la direction de Vehiposte (Exemple de reporting activités (data véhicules connectés, data suivi des immobilisations des véhicules, etc.)
Support applications SI :
o    Assurer le suivi de bout en bout des demandes clients (via email ou Jira) (qualification des tickets, analyse, suivi de la correction)
o    Identifier, diagnostiquer la nature et l'origine des incidents et faire mettre en œuvre les mesures correctives
o    Mettre en place des indicateurs support
Profil : B+2 / Bac+3 orienté data
 Vous avez une appétence pour l' analyse de données et avez un sens aigu du client.
Vous êtes proactif et rigoureux et avez une aisance relationnelle.
Alors rejoignez-nous pour une expérience enrichissante au sein d'une entreprise dynamique. Profil BAc+3",API Pôle Emploi
Alternance - Data Science F/H (H/F),La Banque Postale,75 - PARIS 06,2025-05-29T10:56:22.000Z,M1405,,,Contrat à durée déterminée - 12 Mois,"Vous souhaitez rejoindre une banque jeune et dynamique, qui conjugue convictions et ambitions ?

On vous propose de rejoindre une des équipes de la Direction Data Science IA de La Banque Postale où vos actions contribueront à vous épanouir et à rendre notre croissance à la fois saine et durable.
Vous partagez nos convictions ? Vous avez envie de rejoindre une équipe dynamique et d'évoluer dans un environnement bienveillant ? Venez travailler à la Direction Data Science IA de La Banque Postale où vous mettrez vos talents au service de nos objectifs.

Parmi nos missions au quotidien :

 

 * Collaborer étroitement avec les départements opérationnels et exécutifs pour cerner leurs besoins et proposer des solutions d'innovation IA ,

 * Proposer, modéliser, développer et mettre en production des modèles IA dans les processus opérationnelle ,
 * S'assurer que les modèles statistiques sont industrialisables, compréhensibles du métier, orientés business, et optimisent les ressources et les process.
Au-delà de votre rigueur, de vos capacités d'analyse, de synthèse et de communication, ce qui compte réellement pour nous, c'est votre dynamisme et votre curiosité intellectuelle. Pour voir si on est fait pour s'entendre, on vous proposera d'abord un entretien manager au cours duquel vous en apprendrez plus sur le poste qu'on propose. Ensuite, vous rencontrerez notre RH pour lui exprimer vos motivations et votre projet professionnel.

 

VOTRE FORMATION, VOS EXPÉRIENCES, AUTRE CHOSE ?

 

Dans l'idéal, vous préparez un diplôme de niveau bac +5 scientifique de type ingénieur, université ou école de commerce avec une spécialité en traitement de l'information et en apprentissage automatique. Vous avez de solides connaissances en analyse de données, modélisation statistiques et apprentissage automatique (Deep Learning, NLP, Générative AI) et vous maîtrisez les langages de traitements des données Python, SQL et SAS, ainsi que les environnements et les librairies d'apprentissage automatique, notamment Scikit-learn, LangChain, TensorFlow et keras ? Vous êtes décidément parfait(e) !

Informations pratiques:

 * Début : Septembre 2025
 * Durée : 12 ou 24 mois

 

 Banque citoyenne, La Banque Postale s'engage en faveur de la diversité et de l'égalité des chances pour donner accès à tous ses métiers sans discrimination de genre, d'origine sociale ou culturelle, d'orientation sexuelle ou de handicap.",API Pôle Emploi
Directeur Data & Intelligence Artificielle (F/H) (H/F),NEXTGEN RH,75,2025-05-18T11:25:36.000Z,M1405,,,Contrat à durée indéterminée,"RESPONSABILITÉS : 

Rattaché(e) à la Direction Générale et en collaboration avec les équipes IT, vous serez responsable de :
 - Définir et piloter la stratégie Data & IA du groupe en cohérence avec les objectifs business.
 - Superviser les équipes Data Science, IA et Big Data pour développer des solutions innovantes.
 - Assurer la gouvernance des données et veiller à la conformité réglementaire (RGPD, éthique de l'IA, etc.).
 - Identifier et mettre en place les technologies émergentes (Machine Learning, NLP, Computer Vision, etc.). Accompagner les clients
 - dans la mise en œuvre de stratégies Data et IA adaptées à leurs enjeux.
 - Piloter les projets de transformation en lien avec les directions métiers et IT.
 - Représenter l'entreprise lors d'événements et contribuer au rayonnement de notre expertise sur le marché.

PROFIL RECHERCHÉ : 

Titulaire d'un Bac+5 en Data Science, Intelligence Artificielle ou Informatique (école d'ingénieur, université), vous justifiez d'au moins 10 ans d'expérience en gestion de projets Data et IA avec une forte dimension managériale. Vous possédez une expertise en architectures Data & IA (Cloud, Big Data, Machine Learning, Deep Learning), une maîtrise des outils et langages (Python, TensorFlow, Spark, Kubernetes...) ainsi qu'un leadership affirmé vous permettant de fédérer des équipes pluridisciplinaires. Votre vision stratégique et votre compréhension des enjeux business sont des atouts majeurs pour ce poste.
Avantages :
 - Projets innovants
 - Forte R&D
 - Package attractif
Processus :
 - Talent Acquisition
 - Entretien Direction IT & Générale
 - Étude de cas technique
N'hésitez pas pas à postuler !",API Pôle Emploi
ARCHITECTE DATA / POWER BI & AZURE (H/F),PROPULSE IT,91 - MASSY,2025-05-15T14:37:31.000Z,M1405,,,Profession libérale,"PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux. 
PROPULSE IT est un réseau de consultants à forte valeur ajoutée, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients.
A ce jour, le réseau de freelance PROPULSE IT comporte plus de 18000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux.
En constituant ce réseau par cooptation de clients ou de consultants, nous avons privilégié la constance dans le savoir-faire technique et le savoir-être, pour devenir un véritable partenaire privilégié de nos clients.
Parallèlement, nous avons développé un réseau de partenaires sélectionnées pour leur expertise technique, et l'adhésion aux valeurs de notre entreprise.
Aujourd'hui PROPULSE IT est une société en pleine croissance organique, Champion de la Croissance du journal Les Echos 4 années consécutives. 
Ce développement s'appuie sur la qualité et la pérennité des missions réalisées. 
La satisfaction client est ainsi liée à l'épanouissement des consultants !
Alors, n'hésitez pas à postuler !
Le poste : 

Nous recherchons un(e) DATA ARCHITECTE POWER BI / AZURE
Dans le respect de la stratégie IT établie par le DSI, votre mission consiste à :
Responsabilités :
- Analyser les besoins fonctionnels.
- Localiser les données de production.
- Déterminer les spécifications techniques.
- Définir l'architecture.
- Modéliser les datawarehouse (entrepôts de données) et les datamarts (magasins de données) dédiés à une fonction particulière dans l'entreprise.
- Accompagner le client dans la réalisation du projet.
- Maintenir les sources de données à jour
- Mettre à disposition les données aux métiers
- Superviser les flux de données et en contrôler l'intégrité

Profil recherché : 

Stack Technique :
- Power BI / DAX / Langage M
- Azure Data Factory
- Azure Synapse
- Data Lake, Logical Datawarehouse
- Microsoft Fabric
- Intégration et la livraison continue (CI/CD)
Savoir-faire :
- Rigueur",API Pôle Emploi
Data Engineer H/F,AKKODIS,33 - BORDEAUX,2025-05-15T07:48:35.000Z,M1405,,,Contrat à durée indéterminée,"Akkodis, est un acteur mondial de l'ingénierie et de l'IT et un leader dans la smart industrie. Nous accompagnons nos clients dans leurs projets de transformation digitale via 4 lignes de service :
 Consulting, Solutions, Talent et Academy. Akkodis est un partenaire technologique de confiance pour ses clients à l'échelle internationale. Nous co créons et nous imaginons des solutions de pointe pour répondre aux défis majeurs de notre société, qu'il s'agisse d'accélérer la transition énergétique et de développer la mobilité verte, ou encore de construire des approches centrées sur les utilisateurs.

 Dotés d'une forte culture de l'inclusion et de la diversité, nos 50 000 experts en IT et en ingénierie, présents dans 30 pays, allient les meilleures compétences technologiques à une connaissance transverse de toutes les industries pour façonner un futur plus durable. Nous sommes passionnés par l'idée d'inventer ensemble un avenir meilleur.

 Akkodis en France, ce sont près de 9.000 experts en IT et en ingénierie répartis sur l'ensemble du
 territoire, des collaborateurs partageant des valeurs fortes d'honnêteté, de respect, d'équité et
 d'inclusion. Notre engagement : leur permettre au quotidien d'être eux mêmes au travail, et acteurs de
 leur vie et de leur développement au sein d'Akkodis.

 Akkodis est la marque technologique de The Adecco Group
 *Akkodis est une marque commerciale sous laquelle les entités AKKA et Modis opèrent

Introduction:
La ligne de service Consulting & Solutions d'Akkodis France renforce ses équipes en région Nouvelle-Aquitaine et recrute un(e) Data Engineer H/F en CDI à Bordeaux (33).

Description de la mission :
Vous intégrez une équipe composée d'une dizaine de personnes dans le secteur bancaire. Vous faites partie de l'équipe Data & AI.
Vos missions sont les suivantes :

- Réaliser la recherche et développement de produits / services / outils relatifs aux flux de données, jusqu'à leur application ;
- Administrer la plateforme data en collaboration avec la DSI et développer les outils nécessaires ;
- Réaliser les activités de développement logiciel permettant la maintenance du code relatif aux flux ;
- Assurer la montée en compétence et le support des équipes data.
Votre Profil :

De formation Bac +5, cursus ingénieur ou universitaire, vous bénéficiez d'au moins 5 ans d'expérience dans un poste similaire.
 
 Vous maitrisez les outils data engineering : DataOps, Snowflake, Airflow, Talend, Soda, ainsi que les outils et techniques développement logiciel : Python, GIT, ELK.

Vous êtes force de proposition et pédagogue.

Informations complémentaires :

RTT ;
Télétravail hybride (2 à 3 jours par semaine) ;
Ticket restaurant : 10€ par jour pris en charge à 60% par Akkodis ;
CSE : chèques cadeaux, évènements, tarifs attractifs ;
Prise en charge à 100% des transports en commun ;
Indemnités kilométriques vélo ;
Prime cooptation et d'apport d'affaire ;
Plan de carrière personnalisé : chez Akkodis, vous disposez d'une proximité avec votre manager et d'un large accès à diverses formations pour monter en compétences tout au long de votre carrière.
Akkodis accompagne ses clients dans la mondialisation de leurs projets, et si nous parlions ensemble de vos ambitions pour les prochaines années ?

Processus de recrutement :

Oxana vous contacte pour échanger sur votre projet professionnel ;
Vous échangez ensuite avec un(e) manager sur les aspects techniques et les projets.
 
Akkodis est une entreprise handi-engagée et inclusive. Tous nos postes sont ouverts aux handicaps et à la diversité. Tous différents, tous compétents !",API Pôle Emploi
"Consultant Expérimenté & Manager en « Data Analyst & BI » - Secteur Financier, H/F",EY,75,2025-05-13T06:59:28.000Z,M1405,,,Contrat à durée indéterminée,"L'opportunité
En travaillant dans une équipe en croissance sur les différents métiers Data & Analytics et Innovation, vous participez au développement des missions à forte valeur ajoutée auprès de nos clients (gestion de la donnée, processus de transformation, définition de moyen, architecture, robotics, analyse quantitative, datamining, big data, algorithmique, blockchain, intelligence artificielle, digital, .).
Votre champ d'intervention s'étendra véritablement au niveau mondial et vous pourrez acquérir une expérience précieuse, bénéficiant de vastes possibilités de développement professionnel, tout en disposant de tout le soutien dont vous avez besoin pour atteindre votre potentiel.
Cette annonce est destinée aux candidats spécialisés en Analyse de la donnée et en BI, mais nous recherchons des profils expérimentés et mobilisables sur le spectre élargi des métiers de la data.
 
Vos missions
·        Conception, développement et implémentation d'outils ou de solutions de reporting, d'aide à la décision, de visualisations de données dans les domaines du customer, du digital, de la conformité.
·       Conception et mise en œuvre de solutions de valorisation de la donnée depuis l'idéation jusqu'à l'industrialisation en passant par les études de faisabilité, la préparation des données et la modélisation
·       Définition de stratégie data des clients (cas d'usage, trajectoires, roadmap.)
·       Conception et mise en place de solutions d'analyse statistique.
·       Cartographie des processus de transformation de données
·       Etudes et choix de solutions et de plateformes big data, analytics.
·       Veille sur l'évolution des méthodes, des pratiques, des outils.
 
Vous pourrez continuer de développer des compétences dans les domaines de votre choix grâce à l'approche de formation EY.",API Pôle Emploi
Consultant Senior & Manager en Data consulting - secteur financier (H/F),EY,75,2025-05-13T06:56:45.000Z,M1405,,,Contrat à durée indéterminée,"L'opportunité
 
En travaillant dans une équipe en croissance sur les différents métiers Data & Analytics et Innovation, vous participez au développement des missions à forte valeur ajoutée auprès de nos clients (gestion de la donnée, processus de transformation, définition de moyen, machine learning, NLP, architecture, robotics, analyse quantitative, datamining, Big data, Data Science, algorithmique, blockchain, intelligence artificielle, digital,.).
 
Votre champ d'intervention s'étendra véritablement au niveau mondial et vous pourrez acquérir une expérience précieuse, bénéficiant de vastes possibilités de développement professionnel, tout en disposant de tout le soutien dont vous avez besoin pour atteindre votre potentiel.
 
Cette annonce est destinée aux candidats spécialisés en Data Science, mais nous recherchons des profils expérimentés et mobilisables sur le spectre élargi des métiers de la data.
 
Vos missions
 
Vous êtes amené à travailler sur des missions de conseil de différentes natures :
·        Cadrage et analyse fonctionnelle de projets de transformation de projet data analytics ou data science, définition de stratégie client en matière d'intelligence artificielle (use cases, trajectoires, roadmap.) 
Etudes et choix de solutions et de plateformes big data, analytics.
·        Conception et mise en place d'algorithmes prédictifs (scoring, classification, régression, clustering, ranking, etc.)
·        Conception et mise en place de solution en NLP, machine learning, deep learning.
·        Accompagnement au pilotage et à la gestion de projets data management
·        Conception et mise en œuvre de reportings décisionnels, coordination de projets.
·        Développement d'outils d'aide à la décision ou d'outils BI dans les domaines du customer, du digital, de la tarification, de la compliance.
·        Cartographie des processus de transformation de données
·        Assistance à la mise en œuvre d'exigences réglementaires
·        Veille sur l'évolution des méthodes, des pratiques, des outils.",API Pôle Emploi
"Consultant Senior ou Manager Data Architect - secteur Financier, H/F",EY,75,2025-05-10T08:50:41.000Z,M1405,,,Contrat à durée indéterminée,"Selon votre parcours, vos expériences et votre expertise, vous serez amené(e) à apporter vos compétences à des équipes engagées sur des missions de conseil de différentes natures :
?    Accompagner les Directions Générales, Métier et DSI dans leurs projets de transformation liés à l'architecture des données, en adoptant une approche centrée sur les besoins métiers
?    Réaliser des audits et analyses d'architecture axés sur les périmètres data, en identifiant les points d'amélioration et opportunités d'optimisation
?    Préconiser des choix d'architecture et de technologies pour les données et les échanges, en fournissant des recommandations basées sur des analyses de coûts et bénéfices
?    Élaborer des architectures cibles pour les données et les solutions Analytics/AI, en alignement avec les objectifs stratégiques des clients et les tendances du marché
?    Effectuer des benchmarks des technologies d'intégration et d'Analytics/AI, en proposant des choix adaptés aux besoins des clients et en évaluant performances et scalabilité
?    Collaborer avec les équipes de développement pour assurer la mise en œuvre efficace des architectures définies, garantissant leur conformité aux exigences fonctionnelles et techniques
?    Participer à la formation et à l'acculturation des équipes internes sur les nouvelles architectures et technologies mises en place
Vous pourrez continuer de développer des compétences dans les domaines de votre choix grâce à l'approche de formation continue d'EY.",API Pôle Emploi
ALT - DATA ENGINEER H/F,Generali,93 - ST DENIS,2025-05-10T08:50:21.000Z,M1405,,,Contrat à durée indéterminée,"Generali

 

Avec plus de 71 millions de clients et un chiffre d'affaires de 95,2 milliards d'euros en 2024, Generali est l'un des leaders de l'assurance et de la gestion d'actifs dans le monde. Assureur responsable, nous plaçons la durabilité au cœur de notre stratégie.

 

Notre direction

 

Les missions de la direction des Partenariats s'articulent autour de 3 axes majeurs :


 Structurer et piloter la politique tarifaire des produits d'assurance de Generali France, aussi bien Vie que Non-Vie, tout en servant nos engagements de durabilité.
 Exploiter la Data pour créer et démultiplier la valeur apportée à nos clients et à nos réseaux de distribution.
 Développer des outils d'analyse, d'anticipation et de prévention pour - au-delà du rôle traditionnel d'indemnisation de l'assureur - préparer nos clients aux changements imposés par les conséquences du changement climatique.


 

Vos missions

 

 Surveillance et gestion des fichiers statistiques reçus de nos partenaires
 Fiabilisation des processus de transformation de la donnée
 Consolidation et optimisation des bases de données
 Reporting et analyse statistique


 

Dans le cadre d'une activité en très forte croissance, vous intégrerez une équipe dynamique qui vous permettra de parcourir l'ensemble de la chaîne de valeur d'un produit d'assurance. Vous développerez ainsi une bonne compréhension du domaine, en alliant aspects techniques et business.

 
Profil recherché

 


 Vous préparez un diplôme d'ingénieur un master dans le domaine de la data et vous êtes à la recherche d'un stage suivi d'une alternance
 Vous avez des connaissances approfondies en Python et des notions solides en écosystèmes BigData (Hadoop & PySpark)
 Vous êtes reconnu pour votre rigueur, votre enthousiasme et vos capacités relationnelles


 

Nous rejoindre, c'est :  


 intégrer une entreprise dynamique qui place l'innovation et la durabilité au cœur de sa stratégie
 relever des challenges, faire preuve d'initiative et organiser son travail en mode hybride
 construire sa carrière et développer ses compétences
 se nourrir des différences de chacun dans une entreprise qui mène des actions concrètes en faveur de la diversité, l'équité et l'inclusion 
 avoir la possibilité de s'engager au sein de notre fondation The Human Safety Net, pour soutenir les personnes vulnérables et participer à l'impact positif que nous générons. 


Pour en savoir plus, visitez notre site. 

Generali veille au respect de l'égalité de traitement des candidats lors du processus de recrutement. Les candidatures seront traitées par ordre d'arrivée. Engagé en faveur de l'égalité des chances, Generali étudie avec la plus grande attention les candidatures de personnes en situation de handicap et leurs éventuels besoins spécifiques.

 

 ",API Pôle Emploi
ALT - DATA ANALYST RH - F/H (H/F),Generali,93 - ST DENIS,2025-05-10T08:50:12.000Z,M1405,,,Contrat à durée indéterminée," 

Generali

 

Avec plus de 71 millions de clients et un chiffre d'affaires de 95,2 milliards d'euros en 2024, Generali est l'un des leaders de l'assurance et de la gestion d'actifs dans le monde. Assureur responsable, nous plaçons la durabilité au cœur de notre stratégie.

 

Notre direction

 

La Direction des Relations humaines et de l'Organisation pilote la gestion RH, le développement RH, les relations sociales et la santé au travail et accompagne la transformation de l'Entreprise.

 

Vos missions

 
Au sein du service Pilotage de la Performance RH, vous aurez à participer à la transformation de nos processus de production et diffusion de données.

Dans le cadre de la mise en place d'un datamart RH, vous contribuerez au déploiement des nouveaux reportings du service sur les thématiques de la formation et des effectifs.

Vous participerez à :


 l'analyse des besoins en KPI et données
 la spécification fonctionnelle des documents
 la préparation de données avec Dataiku
 la réalisation des rapports avec PowerBI

Profil recherché

 


 Vous recherchez une alternance dans le cadre de votre M2 en Systèmes d'information/Contrôle de gestion/Data 
 Vous êtes à l'aise avec Power BI, Dataiku et Excel
 Vous aimez résoudre des problèmes
 Vous êtes une personne créative et ouverte d'esprit


 

Nous rejoindre, c'est :  


 intégrer une entreprise dynamique qui place l'innovation et la durabilité au cœur de sa stratégie
 relever des challenges, faire preuve d'initiative et organiser son travail en mode hybride
 construire sa carrière et développer ses compétences
 se nourrir des différences de chacun dans une entreprise qui mène des actions concrètes en faveur de la diversité, l'équité et l'inclusion 
 avoir la possibilité de s'engager au sein de notre fondation The Human Safety Net, pour soutenir les personnes vulnérables et participer à l'impact positif que nous générons. 


Pour en savoir plus, visitez notre site. 

 

Generali veille au respect de l'égalité de traitement des candidats lors du processus de recrutement. Les candidatures seront traitées par ordre d'arrivée. Engagé en faveur de l'égalité des chances, Generali étudie avec la plus grande attention les candidatures de personnes en situation de handicap et leurs éventuels besoins spécifiques. 

 ",API Pôle Emploi
ALT - DATA ANALYST - IA TRÉSORERIE F/H (H/F),Generali,93 - ST DENIS,2025-05-08T12:00:14.000Z,M1405,,,Contrat à durée indéterminée," 

Generali

 

Avec plus de 71 millions de clients et un chiffre d'affaires de 95,2 milliards d'euros en 2024, Generali est l'un des leaders de l'assurance et de la gestion d'actifs dans le monde. Assureur responsable, nous plaçons la durabilité au cœur de notre stratégie.

 

Notre direction

 

La Direction des Investissements pilote la mise en œuvre de notre stratégie d'investissement, notre gestion actif/passif ALM et la SAA  de nos actifs généraux. Elle assure également le pilotage centralisé des unités de compte, les reportings, le contrôle financier et participe au processus du Plan d'action financier.

 

Vos missions

 

 Optimiser et consolider les reportings trésorerie à l'appui de licence de progiciels experts d'analyse de données. 
 Contribuer aux initiatives d'automatisation et de robotisation dans le cadre des activités de l'équipes.
 Documenter les travaux réalisés et transmission aux équipes opérationnelles.


  
Profil Recherché

 

Vous préparez un Master 1 en date science. 

Vous connaissez SQL et Python. 

Vous êtes proactif. 

Vous recherchez une alternance dans laquelle vous pourrez monter en compétence et gagner en autonomie. 

 

Nous rejoindre, c'est :  


 intégrer une entreprise dynamique qui place l'innovation et la durabilité au cœur de sa stratégie
 relever des challenges, faire preuve d'initiative et organiser son travail en mode hybride
 construire sa carrière et développer ses compétences
 se nourrir des différences de chacun dans une entreprise qui mène des actions concrètes en faveur de la diversité, l'équité et l'inclusion 
 avoir la possibilité de s'engager au sein de notre fondation The Human Safety Net, pour soutenir les personnes vulnérables et participer à l'impact positif que nous générons. 


Pour en savoir plus, visitez notre site. 

Generali veille au respect de l'égalité de traitement des candidats lors du processus de recrutement. Les candidatures seront traitées par ordre d'arrivée. Engagé en faveur de l'égalité des chances, Generali étudie avec la plus grande attention les candidatures de personnes en situation de handicap et leurs éventuels besoins spécifiques. ",API Pôle Emploi
Alternant(e) Data-Analyst H/F,,59 - SOMAIN,2025-05-01T07:42:20.000Z,M1405,,,Contrat à durée déterminée - 24 Mois,"Sous la supervision du responsable des systèmes SAP (ERP)
Vous contribuerez à l'amélioration des procédures internes liées à SAP (ERP) :
La mission principale : Extraction, analyse et présentation de données  en milieu industriel.
Missions annexes : 
- Digitalisation des processus des secteurs de production
- Mise en place d'outils d'aide à la décision/ de support à l'action managériale :
- Contribuer à la mise en place de différents outils de management, basés sur les données SAP et des flux de données entrantes et sortantes, en fonction des besoins de management TBSO, à des fins d'aide à la prise de décision (tableau de bord).
- Gérer la revue des procédures SAP utilisées par les départements de Toyota Boshoku Somain (notamment par les services de production et de supports), afin d'automatiser ou de clarifier certaines situations, au moyen d'outils de data-analyse.
- Être autonome, organisé et force de proposition à l'amélioration du système et/ou design, afin de faciliter l'utilisation des outils.
- Participer au chantier de mise en place des Echanges de Données Informatisés (EDI) avec nos fournisseurs et nos clients
- Participer au chantier de mise en place de la plate-forme légale de facturation électronique B2B (Portail Public de Facturation)
 -        Niveau exigé : Bac+4/5
-        Durée : 2ans
-        Connaissances avancées de Word/Excel (tableaux croisés, macro, .), des principes de gestion de bases de données (SQL) .
- Des connaissances en outil d'extraction de données (Power-BI.) et/ou SAP mseraient un plus.
Anglais : Niveau B2 (ou +)",API Pôle Emploi
Manager - Data Science & Analytics - Financial Services F/H (H/F),KPMG,92 - COURBEVOIE,2025-04-26T07:35:30.000Z,M1405,,,Contrat à durée indéterminée,"Vos challenges
Votre mission, en tant que Manager - Data Science & Analytics - Financial Services F/H consiste à :
 
- Accompagner nos clients du secteur FS dans leur déploiement de leur stratégie Analytics et IA. Les travaux consistent à mettre en �""uvre des analyses de données approfondies, des insights exploitables et des modèles pertinents (dont IA) afin d'aider la prise de décisions de clients du secteur des services financiers (banques, assurances, solutions de paiement, gestion d'actifs.). 
-Les missions peuvent être de tout type, allant de la segmentation de clients pour activation marketing, l'analyse de la performance ESG, la lutte contre le blanchiment d'argent et le financement du terrorisme, le suivi de la performance financière, la détection du risque de fraude, l'optimisation des offres. 
-Vous pourrez également intervenir sur les problématiques d'IA de confiance (IA Act).",API Pôle Emploi
Manager - Data Office Advisory - Financial Services F/H (H/F),KPMG,92 - COURBEVOIE,2025-04-26T07:34:35.000Z,M1405,,,Contrat à durée indéterminée,"Vos challenges
Votre mission, en tant que Manager - Data Office Advisory - Financial Services F/H consiste à :
 
- Aider des organisations à disposer d'un cadre et d'une vision autour de l'usage de la donnée, notamment sur des enjeux fonctionnels et organisationnels, avec pour spécialité le secteur des services financiers (banques, assurances, solutions de paiement, gestion d'actifs.). 
- Les missions peuvent être de tout type, et ne cessent d'évoluer en fonction des enjeux et technologies, allant de la définition d'une stratégie Data et du TOM Data au sein d'une organisation, l'audit de données pour mise en qualité et conformité, à la mise en place de Data Products et d'organisations Data Mesh, l'aide à la décision sur des Data Catalogs, la qualification des données nécessaires pour mise en place de rapports extra-financiers (ESG) ou encore la gouvernance de données non-structurées pour alimentation d'IA.",API Pôle Emploi
